 Series|ISBN|ISBN 13|Primary Author|Author on Cover|Title|Subtitle|Original Language|Binding|Discount Type|Published Price|UK Price|Europe Price|Series|Page Count|Illustration Details|Format|Pub Year|BISAC|Territory|BISAC 1|BISAC 2|BISAC 3
408|0674994493|9780674994492|Columella, |Columella|On Agriculture, Volume III|Books 10-12. On Trees|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Indexes|4-1/4 x 6-3/8|1955|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
409|0674994507|9780674994508|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume XI|Fragments of Books 21-32|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|1 map, indexes|4-1/4 x 6-3/8|1957|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
410|0674995783|9780674995789|Josephus, |Josephus|Jewish Antiquities, Volume VII|Books 16-17|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|2 maps, plan, genealogy|4-1/4 x 6-3/8|1963|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
411|0674994523|9780674994522|Augustine, |Augustine|City of God, Volume I|Books 1-3|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|none|4-1/4 x 6-3/8|1957|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
412|0674994531|9780674994539|Augustine, |Augustine|City of God, Volume II|Books 4-7|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|none|4-1/4 x 6-3/8|1963|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
413|0674994558|9780674994553|Augustine, |Augustine|City of God, Volume III|Books 8-11|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|none|4-1/4 x 6-3/8|1968|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
414|0674994566|9780674994560|Augustine, |Augustine|City of God, Volume IV|Books 12-15|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|none|4-1/4 x 6-3/8|1966|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
415|0674994574|9780674994577|Augustine, |Augustine|City of God, Volume V|Books 16-18.35|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|none|4-1/4 x 6-3/8|1965|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
416|0674994582|9780674994584|Augustine, |Augustine|City of God, Volume VI|Books 18.36-20|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|none|4-1/4 x 6-3/8|1960|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
417|0674994590|9780674994591|Augustine, |Augustine|City of God, Volume VII|Books 21-22|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|General index|4-1/4 x 6-3/8|1972|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
418|0674994604|9780674994607|Pliny, |Pliny|Natural History, Volume VIII: Books 28-32||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|608|Index|4-1/4 x 6-3/8|1963|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
419|0674994612|9780674994614|Pliny, |Pliny|Natural History, Volume X: Books 36-37||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|Indexes|4-1/4 x 6-3/8|1962|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
420|0674994620|9780674994621|Sidonius, |Sidonius|Letters|Books 3-9|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|672|Index|4-1/4 x 6-3/8|1965|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
421|0674994639|9780674994638|Callimachus, ,Musaeus, |Callimachus and Musaeus|Aetia, Iambi, Hecale and Other Fragments. Hero and Leander||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Indexes|4-1/4 x 6-3/8|1973|POETRY / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|POE008000|LIT004190|
422|0674994647|9780674994645|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume VIII|Books 16.66-17|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|2 maps, index|4-1/4 x 6-3/8|1963|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
423|0674994655|9780674994652|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume XII|Fragments of Books 33-40|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|688|General index|4-1/4 x 6-3/8|1967|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
424|0674994663|9780674994669|Plutarch, |Plutarch|Moralia, Volume VIII|Table-talk, Books 1-6|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1969|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
425|0674994671|9780674994676|Plutarch, |Plutarch|Moralia, Volume IX|Table-talk, Books 7-9. Dialogue on Love|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|Index|4-1/4 x 6-3/8|1961|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
426|0674994698|9780674994690|Plutarch, |Plutarch|Moralia, Volume XI|On the Malice of Herodotus. Causes of Natural Phenomena|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|256|Index|4-1/4 x 6-3/8|1965|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
427|0674994701|9780674994706|Plutarch, |Plutarch|Moralia, Volume XIII: Part 1|Platonic Essays|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|none|4-1/4 x 6-3/8|1976|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
428|0674994728|9780674994720|Plutarch, |Plutarch|Moralia, Volume XIV|"That Epicurus Actually Makes a Pleasant Life Impossible. Reply to Colotes in Defence of the Other Philosophers. Is ""Live Unknown"" a Wise Precept? On Music"|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|1967|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
429|0674994736|9780674994737|Plutarch, |Plutarch|Moralia, Volume XV|Fragments|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Index|4-1/4 x 6-3/8|1969|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
430|0674994744|9780674994744|Lucian, |Lucian|"How to Write History. The Dipsads. Saturnalia. Herodotus or Aetion. Zeuxis or Antiochus. A Slip of the Tongue in Greeting. Apology for the ""Salaried Posts in Great Houses."" Harmonides. A Conversation with Hesiod. The Scythian or The Consul. Hermotimus or"||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1959|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
431|0674994752|9780674994751|Lucian, |Lucian|Dialogues of the Dead. Dialogues of the Sea-Gods. Dialogues of the Gods. Dialogues of the Courtesans||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1961|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
432|0674994760|9780674994768|Lucian, |Lucian|Soloecista. Lucius or The Ass. Amores. Halcyon. Demosthenes. Podagra. Ocypus. Cyniscus. Philopatris. Charidemus. Nero||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1967|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
433|0674994779|9780674994775|Josephus, |Josephus|Jewish Antiquities, Volume VIII|Books 18-19|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Genealogy|4-1/4 x 6-3/8|1965|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
434|0674994787|9780674994782|Avianus, ,Hadrian, ,Florus, ,Nemesianus, ,Reposianus, ,Tiberianus, ,Phoenix, ,Rutilius Namatianus, |Avianus ,Hadrian, Florus, Nemesianus, Reposianus, Tiberianus, Phoenix, Rutilius Namatianus, et al.|Minor Latin Poets, Volume II: Florus. Hadrian. Nemesianus. Reposianus. Tiberianus. Dicta Catonis. Phoenix. Avianus. Rutilius Namatianus. Others||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|1934|POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002020|LIT004190
435|0674994795|9780674994799|Ptolemy, |Ptolemy|Tetrabiblos||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1940|SCIENCE / History,HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|SCI034000|HIS002000|LIT004190
436|0674994809|9780674994805|Babrius, ,Phaedrus, |Babrius and Phaedrus|Fables||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|736|Indexes|4-1/4 x 6-3/8|1965|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
437|0674994817|9780674994812|Aristotle, |Aristotle|History of Animals, Volume I|Books 1-3|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|352|1 line drawing|4-1/4 x 6-3/8|1965|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
438|0674994825|9780674994829|Aristotle, |Aristotle|History of Animals, Volume II|Books 4-6|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|2 graphs, 7 tables, 2 line drawings|4-1/4 x 6-3/8|1970|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
439|0674994833|9780674994836|Aristotle, |Aristotle|History of Animals, Volume III|Books 7-10|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|624|Index|4-1/4 x 6-3/8|1991|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
440|0674994841|9780674994843|Plotinus, |Plotinus|Ennead, Volume I: Porphyry on the Life of Plotinus. Ennead I||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|none|4-1/4 x 6-3/8|1969|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
441|0674994868|9780674994867|Plotinus, |Plotinus|Ennead, Volume II||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|304|2 tables|4-1/4 x 6-3/8|1966|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
442|0674994876|9780674994874|Plotinus, |Plotinus|Ennead, Volume III||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|2 tables|4-1/4 x 6-3/8|1967|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
443|0674994884|9780674994881|Plotinus, |Plotinus|Ennead, Volume IV||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|none|4-1/4 x 6-3/8|1984|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
444|0674994892|9780674994898|Plotinus, |Plotinus|Ennead, Volume V||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|336|none|4-1/4 x 6-3/8|1984|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
445|0674994906|9780674994904|Plotinus, |Plotinus|Ennead, Volume VI: 1-5||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|none|4-1/4 x 6-3/8|1988|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
446|0674994914|9780674994911|Aelian, |Aelian|On Animals, Volume I|Books 1-5|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|none|4-1/4 x 6-3/8|1958|LITERARY CRITICISM / Ancient & Classical,NATURE / Animals / General|World|LIT004190|NAT001000|
447|0674994922|9780674994928|Cicero, |Cicero|Pro Caelio. De Provinciis Consularibus. Pro Balbo||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|Index|4-1/4 x 6-3/8|1958|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
448|0674994930|9780674994935|Aelian, |Aelian|On Animals, Volume II|Books 6-11|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|1959|LITERARY CRITICISM / Ancient & Classical,NATURE / Animals / General|World|LIT004190|NAT001000|
449|0674994949|9780674994942|Aelian, |Aelian|On Animals, Volume III|Books 12-17|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|Greek and English indexes, classified catalogue of fauna, flora|4-1/4 x 6-3/8|1959|LITERARY CRITICISM / Ancient & Classical,NATURE / Animals / General|World|LIT004190|NAT001000|
450|0674994957|9780674994959|Seneca, |Seneca|Natural Questions, Volume I|Books 1-3|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|336|none|4-1/4 x 6-3/8|1971|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
451|0674994965|9780674994966|Libanius, |Libanius|Selected Orations, Volume I|Julianic Orations|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|Indexes|4-1/4 x 6-3/8|1969|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,RELIGION / Christianity / History|World|HIS002020|HIS002010|LIT004190
452|0674994973|9780674994973|Libanius, |Libanius|Selected Orations, Volume II|Orations 2, 19-23, 30, 33, 45, 47-50|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Indexes|4-1/4 x 6-3/8|1977|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,RELIGION / Christianity / History|World|HIS002020|HIS002010|LIT004190
453|0674994981|9780674994980|Apuleius, |Apuleius|Metamorphoses (The Golden Ass), Volume II|Books 7-11|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|320|Index|4-1/4 x 6-3/8|1989|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
454|0674995007|9780674995000|Herodian, |Herodian|History of the Empire, Volume I|Books 1-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|none|4-1/4 x 6-3/8|1969|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
455|0674995015|9780674995017|Herodian, |Herodian|History of the Empire, Volume II|Books 5-8|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|336|Index|4-1/4 x 6-3/8|1970|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
456|0674995023|9780674995024|Josephus, |Josephus|Jewish Antiquities, Volume IX|Book 20|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|3 maps, general index|4-1/4 x 6-3/8|1965|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
457|0674995031|9780674995031|Seneca, |Seneca|Natural Questions, Volume II|Books 4-7|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|320|2 diagrams, index|4-1/4 x 6-3/8|1972|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
458|0674996178|9780674996175|Philostratus, |Philostratus|Apollonius of Tyana, Volume III|Letters of Apollonius. Ancient Testimonia. Eusebius's Reply to Hierocles|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|272|none|4-1/4 x 6-3/8|2006|LITERARY CRITICISM / Ancient & Classical,BIOGRAPHY & AUTOBIOGRAPHY / Religious|World|LIT004190|BIO018000|
459|0674995066|9780674995062|Menander, |Menander|Heros. Theophoroumene. Karchedonios. Kitharistes. Kolax. Koneiazomenai. Leukadia. Misoumenos. Perikeiromene. Perinthia||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|none|4-1/4 x 6-3/8|1997|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,PERFORMING ARTS / Theater / Playwriting|World|DRA006000|LIT004190|HIS002010
460|0674995848|9780674995840|Menander, |Menander|Samia. Sikyonioi. Synaristosai. Phasma. Unidentified Fragments||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|656|none|4-1/4 x 6-3/8|2000|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,PERFORMING ARTS / Theater / Playwriting|World|DRA006000|LIT004190|HIS002010
461|0674995082|9780674995086|Bacchylides, ,Corinna, |Bacchylides, Corinna, et al.; edited and translated by David A. Campbell|Greek Lyric, Volume IV: Bacchylides, Corinna, and Others||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|Index|4-1/4 x 6-3/8|1992|POETRY / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002010|LIT004190
462|0674995996|9780674995994|Cicero, |Cicero|Letters to Quintus and Brutus. Letter Fragments. Letter to Octavian. Invectives. Handbook of Electioneering||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Indexes|4-1/4 x 6-3/8|2002|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|LIT004190|
463|0674995104|9780674995109|Seneca the Elder, |Seneca the Elder|Declamations, Volume I: Controversiae, Books 1-6||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|1974|HISTORY / Ancient / Rome,LAW / Legal History,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LAW060000|LIT004190
464|0674995112|9780674995116|Seneca the Elder, |Seneca the Elder|Declamations, Volume II: Controversiae, Books 7-10.  Suasoriae. Fragments||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|656|Indexes|4-1/4 x 6-3/8|1974|HISTORY / Ancient / Rome,LAW / Legal History,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LAW060000|LIT004190
465|0674995120|9780674995123|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Critical Essays, Volume I|Ancient Orators. Lysias. Isocrates. Isaeus. Demosthenes. Thucydides|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|688|Index|4-1/4 x 6-3/8|1974|HISTORY / Ancient / Greece,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|HIS002020|LIT004190
466|0674995139|9780674995130|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Critical Essays, Volume II|On Literary Composition. Dinarchus. Letters to Ammaeus and Pompeius|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|Index|4-1/4 x 6-3/8|1985|HISTORY / Ancient / Greece,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|HIS002020|LIT004190
467|0674995147|9780674995147|Cornelius Nepos, |Cornelius Nepos|On Great Generals. On Historians||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|Index|4-1/4 x 6-3/8|1929|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
468|0674995155|9780674995154|Plotinus, |Plotinus|Ennead, Volume VI: 6-9||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|352|none|4-1/4 x 6-3/8|1988|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
469|0674995163|9780674995161|Manilius, |Manilius|Astronomica||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|1 map, 2 star charts, 24 line illustrations, 7 tables, index|4-1/4 x 6-3/8|1977|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical,BODY, MIND & SPIRIT / Astrology / General|World|HIS002020|LIT004190|OCC002000
470|0674995171|9780674995178|Plutarch, |Plutarch|Moralia, Volume XIII: Part 2|Stoic Essays|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1976|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
471|0674995198|9780674995192|Theophrastus, |Theophrastus|De Causis Plantarum, Volume I: Books 1-2||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|1976|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
472|0674995201|9780674995208|Hippocrates, |Hippocrates|Affections. Diseases 1. Diseases 2||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|320|2 line illustrations|4-1/4 x 6-3/8|1988|MEDICAL / History,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,SCIENCE / History|World|MED039000|HIS002010|LIT004190
473|0674995228|9780674995222|Hippocrates, |Hippocrates|Diseases 3. Internal Affections. Regimen in Acute Diseases||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|352|Table of Weights and Measures, indexes|4-1/4 x 6-3/8|1988|MEDICAL / History,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,SCIENCE / History|World|MED039000|HIS002010|LIT004190
474|0674995236|9780674995239|Theophrastus, |Theophrastus|De Causis Plantarum, Volume II: Books 3-4||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|320|none|4-1/4 x 6-3/8|1990|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
475|0674995244|9780674995246|Theophrastus, |Theophrastus|De Causis Plantarum, Volume III: Books 5-6||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|none|4-1/4 x 6-3/8|1990|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
476|0674995252|9780674995253|Stesichorus, ,Ibycus, ,Simonides, |Stesichorus, Ibycus, Simonides, et al.; edited and translated by David A. Campbell|Greek Lyric, Volume III: Stesichorus, Ibycus, Simonides, and Others||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|672|Index|4-1/4 x 6-3/8|1991|POETRY / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002010|LIT004190
477|0674995260|9780674995260|Hippocrates, |Hippocrates|Epidemics 2, 4-7||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|1 map, index|4-1/4 x 6-3/8|1994|MEDICAL / History,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,SCIENCE / History|World|MED039000|HIS002010|LIT004190
478|0674995279|9780674995277|Libanius, |Libanius|Autobiography and Selected Letters, Volume I|Autobiography. Letters 1-50|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|none|4-1/4 x 6-3/8|1992|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,RELIGION / Christianity / History|World|HIS002020|HIS002010|LIT004190
479|0674995287|9780674995284|Libanius, |Libanius|Autobiography and Selected Letters, Volume II|Letters 51-193|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1992|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,RELIGION / Christianity / History|World|HIS002020|HIS002010|LIT004190
