 Series|ISBN|ISBN 13|Primary Author|Author on Cover|Title|Subtitle|Original Language|Binding|Discount Type|Published Price|UK Price|Europe Price|Series|Page Count|Illustration Details|Format|Pub Year|BISAC|Territory|BISAC 1|BISAC 2|BISAC 3
77|0674990862|9780674990869|Seneca, |Seneca|Epistles, Volume III|Epistles 93-124|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Indexes|4-1/4 x 6-3/8|1925|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
78|0674997182|9780674997189|Seneca, |Seneca|Tragedies, Volume II|Oedipus. Agamemnon. Thyestes. Hercules on Oeta. Octavia|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|672|Index|4-1/4 x 6-3/8|2018|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
79|0674990889|9780674990883|Theophrastus, |Theophrastus|Enquiry into Plants, Volume II: Books 6-9. On Odours. Weather Signs||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Indexes and key|4-1/4 x 6-3/8|1916|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
80|0674990897|9780674990890|Plutarch, |Plutarch|Lives, Volume IV|Alcibiades and Coriolanus. Lysander and Sulla|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|1916|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
81|0674990900|9780674990906|Procopius, |Procopius|History of the Wars, Volume II|Books 3-4. (Vandalic War)|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1916|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
82|0674990919|9780674990913|Dio Cassius, |Dio Cassius|Roman History, Volume V|Books 46-50|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1917|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
83|0674990927|9780674990920|Dio Cassius, |Dio Cassius|Roman History, Volume VI|Books 51-55|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1917|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
84|0674990935|9780674990937||W. R. Paton|The Greek Anthology, Volume III: Book 9: The Declamatory Epigrams||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|Indexes|4-1/4 x 6-3/8|1917|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LCO003000|LIT004190|HIS002010
85|0674990943|9780674990944||W. R. Paton|The Greek Anthology, Volume IV: Book 10: The Hortatory and Admonitory Epigrams. Book 11: The Convivial and Satirical Epigrams. Book 12: Strato's Musa Puerilis||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|Indexes|4-1/4 x 6-3/8|1918|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LCO003000|LIT004190|HIS002010
86|0674990951|9780674990951||W. R. Paton|The Greek Anthology, Volume V: Book 13: Epigrams in Various Metres. Book 14: Arithmetical Problems, Riddles, Oracles. Book 15: Miscellanea. Book 16: Epigrams of the Planudean Anthology Not in the Palatine Manuscript||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|81 line illustrations, indexes|4-1/4 x 6-3/8|1918|LITERARY COLLECTIONS / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LCO003000|LIT004190|HIS002010
87|0674990978|9780674990975|Plutarch, |Plutarch|Lives, Volume V|Agesilaus and Pompey. Pelopidas and Marcellus|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Index|4-1/4 x 6-3/8|1917|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
88|0674990986|9780674990982|Xenophon, |Xenophon|Hellenica, Volume I|Books 1-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|none|4-1/4 x 6-3/8|1918|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
89|0674990994|9780674990999|Xenophon, |Xenophon|Hellenica, Volume II|Books 5-7|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|Index|4-1/4 x 6-3/8|1921|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
90|067499101X|9780674991019|Xenophon, |Xenophon|Anabasis||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|672|1 map, index|4-1/4 x 6-3/8|1998|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
91|0674996127|9780674996120|Juvenal, ,Persius, |Juvenal|Juvenal and Persius||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Indexes|4-1/4 x 6-3/8|2004|LITERARY CRITICISM / Ancient & Classical,FOREIGN LANGUAGE STUDY / Latin|World|LIT004190|FOR016000|
92|0674991036|9780674991033|Clement of Alexandria, |Clement of Alexandria|The Exhortation to the Greeks. The Rich Man's Salvation. To the Newly Baptized||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|Index|4-1/4 x 6-3/8|1919|PHILOSOPHY / History & Surveys / Ancient & Classical,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|REL015000|LIT004190
93|0674991044|9780674991040|Pausanias, |Pausanias|Description of Greece, Volume I|Books 1-2 (Attica and Corinth)|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|none|4-1/4 x 6-3/8|1918|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
94|0674995554|9780674995550|Martial, |Martial|Epigrams, Volume I|Spectacles, Books 1-5|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|none|4-1/4 x 6-3/8|1993|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
95|0674995562|9780674995567|Martial, |Martial|Epigrams, Volume II|Books 6-10|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|none|4-1/4 x 6-3/8|1993|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
96|0674991079|9780674991071|Ausonius, |Ausonius|Ausonius, Volume 1: Books 1-17||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|1 map, 3 line illustrations, 1 table on insert|4-1/4 x 6-3/8|1919|PHILOSOPHY / History & Surveys / Ancient & Classical,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|REL015000|LIT004190
97|0674995732|9780674995734|Cicero, |Cicero|Letters to Atticus, Volume III||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|352|none|4-1/4 x 6-3/8|1999|LITERARY COLLECTIONS / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|LCO003000|HIS002020|LIT004190
98|0674991095|9780674991095|Plutarch, |Plutarch|Lives, Volume VI|Dion and Brutus. Timoleon and Aemilius Paulus|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1918|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
99|0674991109|9780674991101|Plutarch, |Plutarch|Lives, Volume VII|Demosthenes and Cicero. Alexander and Caesar|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|Index|4-1/4 x 6-3/8|1919|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
100|0674991117|9780674991118|Plutarch, |Plutarch|Lives, Volume VIII|Sertorius and Eumenes. Phocion and Cato the Younger|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|Index|4-1/4 x 6-3/8|1919|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
101|0674991125|9780674991125|Plutarch, |Plutarch|Lives, Volume IX|Demetrius and Antony. Pyrrhus and Gaius Marius|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|Index|4-1/4 x 6-3/8|1920|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
102|0674991133|9780674991132|Plutarch, |Plutarch|Lives, Volume X|Agis and Cleomenes. Tiberius and Gaius Gracchus. Philopoemen and Flamininus|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|Index|4-1/4 x 6-3/8|1921|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
103|0674991141|9780674991149|Plutarch, |Plutarch|Lives, Volume XI|Aratus. Artaxerxes. Galba. Otho. General Index|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1926|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
104|0674995619|9780674995611|Homer, |Homer|Odyssey, Volume I|Books 1-12|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|none|4-1/4 x 6-3/8|1919|LITERARY CRITICISM / Ancient & Classical,LITERARY CRITICISM / Poetry,HISTORY / Ancient / Greece|World|LIT004190|LIT014000|HIS002010
105|0674995627|9780674995628|Homer, |Homer|Odyssey, Volume II|Books 13-24|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|1919|LITERARY CRITICISM / Ancient & Classical,LITERARY CRITICISM / Poetry,HISTORY / Ancient / Greece|World|LIT004190|LIT014000|HIS002010
106|0674991184|9780674991187|Aeschines, |Aeschines|Speeches||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Index|4-1/4 x 6-3/8|1919|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
107|0674991192|9780674991194|Procopius, |Procopius|History of the Wars, Volume III|Books 5-6.15. (Gothic War)|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|1 map, index|4-1/4 x 6-3/8|1916|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
108|0674991206|9780674991200|Thucydides, |Thucydides|History of the Peloponnesian War, Volume I|Books 1-2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|3 maps|4-1/4 x 6-3/8|1919|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
109|0674991214|9780674991217|Thucydides, |Thucydides|History of the Peloponnesian War, Volume II|Books 3-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|2 maps on inserts|4-1/4 x 6-3/8|1920|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
110|0674991222|9780674991224|Thucydides, |Thucydides|History of the Peloponnesian War, Volume III|Books 5-6|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|4 maps|4-1/4 x 6-3/8|1921|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
111|0674991230|9780674991231|Tacitus, |Tacitus|Histories|Books 1-3|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|2 maps|4-1/4 x 6-3/8|1925|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
112|0674991249|9780674991248|Fronto, |Fronto|Correspondence, Volume I||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|none|4-1/4 x 6-3/8|1919|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
113|0674991257|9780674991255|Fronto, |Fronto|Correspondence, Volume II||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|384|Indexes|4-1/4 x 6-3/8|1920|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
114|0674991265|9780674991262|Livy, |Livy|History of Rome, Volume I|Books 1-2|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|2 maps, index|4-1/4 x 6-3/8|1919|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
115|0674991273|9780674991279|Ausonius, ,Paulinus Pellaeus, |Ausonius and Paulinus Pellaeus|Ausonius, Volume II: Books 18-20. Paulinus Pellaeus: Eucharisticus||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|384|Index|4-1/4 x 6-3/8|1921|PHILOSOPHY / History & Surveys / Ancient & Classical,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|REL015000|LIT004190
116|0674996844|9780674996847|Sallust, |Sallust|The War with Catiline. The War with Jugurtha||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|3 maps|4-1/4 x 6-3/8|2013|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Rome|World|LIT004190|HIS002020|
117|0674991303|9780674991309|Herodotus, |Herodotus|The Persian Wars, Volume I|Books 1-2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|1 map, index|4-1/4 x 6-3/8|1920|HISTORY / Ancient / Greece,HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|HIS002000|LIT004190
118|0674991311|9780674991316|Herodotus, |Herodotus|The Persian Wars, Volume II|Books 3-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|2 maps, index|4-1/4 x 6-3/8|1921|HISTORY / Ancient / Greece,HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|HIS002000|LIT004190
119|0674991338|9780674991330|Herodotus, |Herodotus|The Persian Wars, Volume III|Books 5-7|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|3 maps, index|4-1/4 x 6-3/8|1922|HISTORY / Ancient / Greece,HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|HIS002000|LIT004190
120|0674991346|9780674991347|Herodotus, |Herodotus|The Persian Wars, Volume IV|Books 8-9|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|2 maps, index|4-1/4 x 6-3/8|1925|HISTORY / Ancient / Greece,HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|HIS002000|LIT004190
121|0674991354|9780674991354|Apollodorus, |Apollodorus|The Library, Volume I|Books 1-3.9|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|none|4-1/4 x 6-3/8|1921|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LIT004190|HIS002010|
122|0674991362|9780674991361|Apollodorus, |Apollodorus|The Library, Volume II|Book 3.10-end. Epitome|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|1921|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LIT004190|HIS002010|
123|0674991370|9780674991378|Plato, |Plato|Theaetetus. Sophist||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|1921|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
124|0674995910|9780674995918|Quintilian, |Quintilian|The Orator's Education, Volume I: Books 1-2||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Index|4-1/4 x 6-3/8|2002|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
125|0674995929|9780674995925|Quintilian, |Quintilian|The Orator's Education, Volume II: Books 3-5||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Index|4-1/4 x 6-3/8|2002|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
126|0674995937|9780674995932|Quintilian, |Quintilian|The Orator's Education, Volume III: Books 6-8||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|2002|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
127|0674995945|9780674995949|Quintilian, |Quintilian|The Orator's Education, Volume IV: Books 9-10||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|Index|4-1/4 x 6-3/8|2002|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
128|0674996372|9780674996373|Polybius, |Polybius|The Histories, Volume I|Books 1-2|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512||4-1/4 x 6-3/8|2010|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,HISTORY / Military / Wars & Conflicts (Other),POLITICAL SCIENCE / History & Theory|World|HIS002020|LIT004190|HIS002010
129|0674991435|9780674991439|Callimachus, ,Lycophron, ,Aratus, |Callimachus, Lycophron, and Aratus|Hymns and Epigrams. Lycophron: Alexandra. Aratus: Phaenomena||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|2 star maps, index|4-1/4 x 6-3/8|1921|POETRY / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|POE008000|LIT004190|
130|0674991443|9780674991446|Lucian, |Lucian|The Dead Come to Life or The Fisherman. The Double Indictment or Trials by Jury. On Sacrifices. The Ignorant Book Collector. The Dream or Lucian's Career. The Parasite. The Lover of Lies. The Judgement of the Goddesses. On Salaried Posts in Great Houses||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1921|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
131|0674991451|9780674991453|Epictetus, |Epictetus|Discourses, Books 1-2||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|1925|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
132|0674991478|9780674991477|Menander, |Menander|Aspis. Georgos. Dis Exapaton. Dyskolos. Encheiridion. Epitrepontes||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|none|4-1/4 x 6-3/8|1979|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,PERFORMING ARTS / Theater / Playwriting|World|DRA006000|LIT004190|HIS002010
133|0674991486|9780674991484|Livy, |Livy|History of Rome, Volume II|Books 3-4|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|1 map, index|4-1/4 x 6-3/8|1922|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
134|0674991494|9780674991491|Philostratus, ,Eunapius, |Philostratus and Eunapius|Lives of the Sophists. Eunapius: Lives of the Philosophers and Sophists||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|Index|4-1/4 x 6-3/8|1921|LITERARY CRITICISM / Ancient & Classical,BIOGRAPHY & AUTOBIOGRAPHY / Religious|World|LIT004190|BIO018000|
135|0674991508|9780674991507|Claudian, |Claudian|Panegyric on Probinus and Olybrius. Against Rufinus 1 and 2. War against Gildo. Against Eutropius 1 and 2. Fescennine Verses on the Marriage of Honorius. Epithalamium  of Honorius and Maria. Panegyrics on the Third and Fourth Consulships of Honorius. Pane||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|1922|POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002020|LIT004190
136|0674991516|9780674991514|Claudian, |Claudian|On Stilicho's Consulship 2-3. Panegyric on the Sixth Consulship of Honorius. The Gothic War. Shorter Poems. Rape of Proserpina||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|Index|4-1/4 x 6-3/8|1922|POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|POE008000|HIS002020|LIT004190
137|0674996380|9780674996380|Polybius, |Polybius|The Histories, Volume II|Books 3-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576||4-1/4 x 6-3/8|2010|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,HISTORY / Military / Wars & Conflicts (Other),POLITICAL SCIENCE / History & Theory|World|HIS002020|LIT004190|HIS002010
138|0674996585|9780674996588|Polybius, |Polybius|The Histories, Volume III|Books 5-8|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|624||4-1/4 x 6-3/8|2011|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
